Date,Tweet,User,Tweet ID,Tweet Url,Cleaned Tweet,Sentiment,Confidence
2022-12-22 09:24:30+00:00,"Confession: I can't write CSS Flexbox with confidence.
What yours?",rahulstwt_,1605856797360656384,https://twitter.com/rahulstwt_/status/1605856797360656384,confession: can't write cs flexbox confidence. yours?,negative,0.6809218525886536
2022-12-22 09:23:39+00:00,"5 steps I took to land my first tech job in one year:

- Learn HTML/CSS/JS 
- Learn ReactJS ecosystem 
- Follow loads of tutorials online 
- Build my own projects 
- Never give up!",Glenkurt_,1605856581463203840,https://twitter.com/Glenkurt_/status/1605856581463203840,5 step took land first tech job one year: - learn html/css/js - learn reactjs ecosystem - follow load tutorial online - build project - never give up!,positive,0.8876398205757141
2022-12-22 09:23:04+00:00,"#infographic: Here is how you can improve website loading speed.

#website #webpage #speed #css #fonts #cdn #dom #apm #application #optimize #websiteperformance #userbehavior #websiteoptimization #webperformance #usability #uxdesign #websitedesign https://t.co/aaHnaxQFK4",appNeura,1605856435161669633,https://twitter.com/appNeura/status/1605856435161669633,infographic: improve website loading speed. website webpage speed cs font cdn dom apm application optimize websiteperformance userbehavior websiteoptimization webperformance usability uxdesign websitedesign,neutral,0.5081556439399719
2022-12-22 09:21:30+00:00,"here, another problem that makes no sense (to me at least)

context:
i'd like to publish .css.ts on npm, so themes could be shared easily while leaving the choice of what will be in the output to the user (inversion of control, think tailwind configs instead of tailwind output)",astahmer_dev,1605856043329884162,https://twitter.com/astahmer_dev/status/1605856043329884162,"here, another problem make sense (to least) context: i'd like publish .css.ts npm, theme could shared easily leaving choice output user (inversion control, think tailwind configs instead tailwind output)",neutral,0.7490209937095642
2022-12-22 09:20:31+00:00,"Here comes my NFT Card project made with HTML CSS!!

How is it guys? https://t.co/FoheEYzbA5",Junaid59052867,1605855795647750144,https://twitter.com/Junaid59052867/status/1605855795647750144,come nft card project made html css!! guys?,neutral,0.8161808252334595
2022-12-22 09:20:13+00:00,"I hate HTML
I hate CSS",mawei_spoiler,1605855720460521474,https://twitter.com/mawei_spoiler/status/1605855720460521474,hate html hate cs,negative,0.8911911249160767
2022-12-22 09:18:13+00:00,"Which country is called White Man’s grave?
A. Afghanistan
B. Iraq
C. Haiti
D. Guinea
&lt;!--more--&gt;

#READ_MORE 👇
 https://t.co/vYJw5VqlUC",CSSMCQsdotCom,1605855214837415936,https://twitter.com/CSSMCQsdotCom/status/1605855214837415936,country called white man’s grave? a. afghanistan b. iraq c. haiti d. guinea &lt;!--more--&gt; read_more 👇,neutral,0.6481911540031433
2022-12-22 09:18:12+00:00,"What is the name of the Europe’s first underwater restaurant?
A. 5.8 Undersea Restaurant
B. Ithaa Undersea Restaurant
C. Under
D. SEA
&lt;!--more--&gt;

#READ_MORE 👇
 https://t.co/QkTg4mRZgh",CSSMCQsdotCom,1605855212853268480,https://twitter.com/CSSMCQsdotCom/status/1605855212853268480,name europe’s first underwater restaurant? a. 5.8 undersea restaurant b. ithaa undersea restaurant c. d. sea &lt;!--more--&gt; read_more 👇,neutral,0.8956209421157837
2022-12-22 09:18:12+00:00,"The Mirror is the News paper of—-?
A. USA
B. UAE
C. UK
D. GERMANY
&lt;!--more--&gt;

#READ_MORE 👇
 https://t.co/JdPeLzKv6M",CSSMCQsdotCom,1605855211435659265,https://twitter.com/CSSMCQsdotCom/status/1605855211435659265,mirror news paper of—-? a. usa b. uae c. uk d. germany &lt;!--more--&gt; read_more 👇,neutral,0.9254655838012695
2022-12-22 09:18:11+00:00,"Aleppo is a famous city of which Country?
A. Iraq
B. Lebanon
C. Syria
D. Iran
&lt;!--more--&gt;

#READ_MORE 👇
 https://t.co/dQt7iIIjUd",CSSMCQsdotCom,1605855209338548224,https://twitter.com/CSSMCQsdotCom/status/1605855209338548224,aleppo famous city country? a. iraq b. lebanon c. syria d. iran &lt;!--more--&gt; read_more 👇,neutral,0.8733935356140137
