Date,Tweet,User,Tweet ID,Tweet Url,Cleaned Tweet,Sentiment,Confidence
2022-12-21 19:52:55+00:00,"Special  thread for those who have had an opportunity to fly to those who haven't had.

What are the do and don'ts while at the airport?

Tuchanuane.",SirAlfred006,1605652553991012352,https://twitter.com/SirAlfred006/status/1605652553991012352,special thread opportunity fly had. don'ts airport? tuchanuane.,neutral,0.34372255206108093
2022-12-21 19:52:54+00:00,"kakuiza: hang up, give up, and for the life of us we can't get back",trtslyricss,1605652552892026881,https://twitter.com/trtslyricss/status/1605652552892026881,"kakuiza: hang up, give up, life u can't get back",neutral,0.39241039752960205
2022-12-21 19:52:51+00:00,@CryptoZemer That mutant is ugly af 🥶,NFTsAreNice,1605652540393066496,https://twitter.com/NFTsAreNice/status/1605652540393066496,mutant ugly af 🥶,negative,0.41865697503089905
2022-12-21 19:52:50+00:00,"BYAC #3044 just sold for 0.011Ξ!

Current FP: 0.0159Ξ

🤖 DM FrensAutomator for a ✨FREE✨ sales bot for your collection.
#y00tapeia #y00tapes #BYACfollowBYAC
https://t.co/qSZKuSD1N8 https://t.co/jhYVFczpKC",Boredy00tsACBot,1605652535372615684,https://twitter.com/Boredy00tsACBot/status/1605652535372615684,byac 3044 sold 0.011ξ! current fp: 0.0159ξ 🤖 dm frensautomator ✨free✨ sale bot collection. y00tapeia y00tapes byacfollowbyac,neutral,0.38066551089286804
2022-12-21 19:52:46+00:00,"@blickyx_ @TS_CR7KING @TeamCRonaldo @FabrizioRomano Bro has a anime pfp and has no sense. First of all, he is the goat, secondly Ronaldo lowering his wages and even makes more than 500k by just advertising so it’s not money problem. Third of you all, you talked about zlatan when he literally retired, he doesn’t even play for ACM",yglutfi,1605652516141617152,https://twitter.com/yglutfi/status/1605652516141617152,"_ _cr7king bro anime pfp sense. first all, goat, secondly ronaldo lowering wage even make 500k advertising it’s money problem. third all, talked zlatan literally retired, doesn’t even play acm",positive,0.3444000780582428
2022-12-21 19:52:45+00:00,@EasyEatsBodega Sometimes you nut.. sometimes you dont fren,NutterzNFTs,1605652512974835713,https://twitter.com/NutterzNFTs/status/1605652512974835713,sometimes nut.. sometimes dont fren,positive,0.4008888006210327
2022-12-21 19:52:45+00:00,It’s one thing after another mane #RipWoowoo,ps5OverTh0ts,1605652511943114752,https://twitter.com/ps5OverTh0ts/status/1605652511943114752,it’s one thing another mane ripwoowoo,neutral,0.41808637976646423
2022-12-21 19:52:45+00:00,"they had come back with their child, Ruhannah, to their home in Brookhollow.   00 #ts陪 #裸聊 #文爱 #反差 #磕炮 #母狗 #寸止 #绿帽 #红绿灯 #视频 #叫床 #lol #娇喘 #陪玩 #后入 #女s #丝袜 #高跟 #视频 #磕炮 #射屏     https://t.co/Ou4KxWOJPd",Sallie00490591,1605652511620157440,https://twitter.com/Sallie00490591/status/1605652511620157440,"come back child, ruhannah, home brookhollow. 00 ts陪 裸聊 文爱 反差 磕炮 母狗 寸止 绿帽 红绿灯 视频 叫床 lol 娇喘 陪玩 后入 女s 丝袜 高跟 视频 磕炮 射屏",neutral,0.3633726239204407
2022-12-21 19:52:42+00:00,"My love language is physical touch (Kisses, hugs, rubbing, etc) but I get overstimulated fast asf, I hate ts😂",Kasiahkw,1605652501084008448,https://twitter.com/Kasiahkw/status/1605652501084008448,"love language physical touch (kisses, hugs, rubbing, etc) get overstimulated fast asf, hate ts😂",negative,0.3475797474384308
2022-12-21 19:52:41+00:00,"🧑🏼‍🎄 ChristmasPunk Rewind #19 🔃

Merry Christmas @LuxuryLadiesNFT! Check your wallet, this awesome 🎄 ChristmasPunk Rewind 🔃 is transferred to your Polygon wallet 💚

Link to collection in 📌

🎄 https://t.co/AJNpLhUkNg",familyNFTs,1605652495253938176,https://twitter.com/familyNFTs/status/1605652495253938176,"🧑🏼‍🎄 christmaspunk rewind 19 🔃 merry christmas ! check wallet, awesome 🎄 christmaspunk rewind 🔃 transferred polygon wallet 💚 link collection 📌 🎄",neutral,0.44544288516044617
